Customer ID,TotalSpent,TotalOrders,TotalQuantity,FirstPurchase,LastPurchase,CustomerLifetimeDays
15223,1417.95,5,385,2009-12-05 11:19:00,2011-04-28 11:31:00,509
15224,871.36,5,443,2010-01-15 16:14:00,2010-12-16 15:02:00,334
15225,409.40000000000003,1,226,2011-04-19 14:51:00,2011-04-19 14:51:00,0
15226,154.41,1,71,2011-02-02 11:41:00,2011-02-02 11:41:00,0
15227,2488.4900000000002,9,1217,2010-03-16 08:23:00,2011-11-03 11:59:00,597
15228,5580.27,6,3375,2010-07-28 10:21:00,2011-10-04 13:56:00,433
15229,160.5,1,114,2010-05-02 13:50:00,2010-05-02 13:50:00,0
15230,429.6,2,351,2011-04-13 11:04:00,2011-04-14 14:39:00,1
15231,250.26000000000002,1,190,2010-03-28 15:12:00,2010-03-28 15:12:00,0
15232,612.06,2,686,2011-07-22 12:21:00,2011-08-18 16:27:00,27
15233,59.400000000000006,1,12,2010-11-03 13:36:00,2010-11-03 13:36:00,0
15234,197.0,1,196,2011-03-08 08:53:00,2011-03-08 08:53:00,0
15235,2772.76,16,1676,2010-11-16 12:48:00,2011-05-06 09:44:00,170
15236,321.05,1,269,2011-02-14 10:52:00,2011-02-14 10:52:00,0
15237,1412.32,4,1071,2011-04-26 15:04:00,2011-12-08 09:46:00,225
15238,1071.99,3,692,2011-06-08 16:00:00,2011-11-10 14:28:00,154
15239,780.59,2,594,2011-09-22 09:53:00,2011-11-29 14:14:00,68
15240,4459.9800000000005,12,3214,2009-12-05 14:57:00,2011-10-26 09:50:00,689
15241,3050.16,11,3328,2010-02-23 13:59:00,2011-10-04 09:05:00,587
15242,302.04,1,196,2010-10-13 15:33:00,2010-10-13 15:33:00,0
15243,927.28,2,543,2010-09-30 17:28:00,2011-09-26 14:12:00,360
15244,912.08,3,472,2010-02-11 14:48:00,2011-10-05 13:19:00,600
15245,4610.84,8,3021,2010-04-23 14:23:00,2011-07-28 18:56:00,461
15246,780.4,3,359,2010-06-02 11:28:00,2011-04-15 14:45:00,317
15247,976.06,3,514,2010-06-20 14:08:00,2011-08-09 12:52:00,414
15248,1893.93,3,1065,2010-06-23 14:34:00,2010-10-24 13:09:00,122
15249,9266.0,18,4980,2010-03-26 14:51:00,2011-11-08 11:45:00,591
15250,60.0,1,48,2010-03-09 07:35:00,2010-03-09 07:35:00,0
15251,20324.54,21,12108,2010-01-29 12:42:00,2011-11-30 15:02:00,670
15252,2103.41,5,1430,2010-04-07 10:24:00,2011-11-03 13:30:00,575
15253,2055.09,8,1588,2010-05-02 11:17:00,2011-11-23 16:22:00,570
15254,1088.35,3,711,2010-05-28 10:08:00,2011-08-04 15:04:00,433
15255,3706.02,9,2214,2009-12-03 09:10:00,2011-10-04 12:43:00,670
15256,170.4,2,92,2010-05-27 11:41:00,2011-07-14 11:47:00,413
15257,685.9,2,71,2010-10-21 14:03:00,2011-03-01 12:58:00,130
15258,623.16,2,142,2011-05-06 14:16:00,2011-06-24 12:30:00,48
15259,1182.3799999999999,4,631,2010-01-26 09:41:00,2010-07-15 08:47:00,169
15260,8767.73,25,4468,2009-12-06 11:45:00,2011-08-31 13:55:00,633
15261,1508.0,4,806,2010-10-01 11:59:00,2011-07-27 15:20:00,299
15262,418.82,3,218,2010-08-08 15:55:00,2011-01-20 12:16:00,164
15263,156.51,1,89,2011-08-25 10:26:00,2011-08-25 10:26:00,0
15264,848.4,2,443,2010-06-27 13:29:00,2011-10-06 13:49:00,466
15265,3345.64,4,1570,2009-12-01 17:08:00,2011-07-11 14:46:00,586
15266,852.21,5,236,2010-01-07 12:19:00,2011-01-05 13:40:00,363
15267,1717.36,5,944,2011-06-10 10:24:00,2011-11-17 15:59:00,160
15268,961.9000000000001,3,428,2010-04-13 11:27:00,2010-08-18 10:33:00,126
15269,1225.3600000000001,3,372,2010-11-14 12:58:00,2011-11-16 09:32:00,366
15270,8524.86,21,4010,2009-12-17 15:02:00,2011-11-24 09:24:00,706
15271,4528.54,24,2412,2010-08-05 14:57:00,2011-12-02 14:11:00,483
15272,2030.95,6,665,2010-02-14 13:39:00,2011-10-13 12:59:00,605
15273,228.96,1,216,2010-04-19 11:31:00,2010-04-19 11:31:00,0
15274,716.57,2,619,2011-11-21 14:17:00,2011-12-05 16:57:00,14
15275,615.14,1,498,2011-11-02 11:20:00,2011-11-02 11:20:00,0
15276,619.8,4,317,2010-10-01 12:24:00,2011-10-04 16:39:00,368
15277,476.34000000000003,2,373,2010-10-10 16:02:00,2011-10-24 10:08:00,378
15278,496.16,4,458,2010-02-12 14:53:00,2010-05-27 10:03:00,103
15279,1580.54,5,802,2010-02-02 10:15:00,2010-12-20 10:48:00,321
15280,397.52,3,507,2010-05-17 14:17:00,2011-06-20 17:14:00,399
15281,8543.57,16,5233,2010-10-08 12:14:00,2011-10-12 09:10:00,368
15282,348.59,1,395,2010-05-18 16:27:00,2010-05-18 16:27:00,0
15283,148.32999999999998,3,27,2010-07-09 15:46:00,2010-11-14 14:54:00,127
15284,24.75,1,5,2010-07-27 13:25:00,2010-07-27 13:25:00,0
15285,94.92,1,120,2010-10-28 09:46:00,2010-10-28 09:46:00,0
15286,240.55,1,55,2011-10-21 11:08:00,2011-10-21 11:08:00,0
15287,856.03,5,1010,2009-12-02 12:13:00,2011-11-17 15:34:00,715
15288,3715.38,10,1336,2010-02-12 15:27:00,2011-10-27 16:58:00,622
15289,1593.09,5,1627,2010-03-28 11:45:00,2011-11-10 13:49:00,592
15290,10496.28,26,6567,2010-02-24 10:15:00,2011-12-05 11:39:00,649
15291,13517.76,40,4905,2009-12-03 11:09:00,2011-11-14 11:02:00,710
15292,178.39,1,55,2011-05-22 15:00:00,2011-05-22 15:00:00,0
15293,247.5,1,178,2010-02-12 11:54:00,2010-02-12 11:54:00,0
15294,233.35,1,97,2010-10-25 11:45:00,2010-10-25 11:45:00,0
15295,207.04,1,139,2010-02-23 13:03:00,2010-02-23 13:03:00,0
15296,10323.03,12,5452,2010-01-21 13:48:00,2011-10-20 11:47:00,636
15297,641.94,3,292,2011-10-07 09:42:00,2011-11-29 16:32:00,53
15298,9061.77,23,6000,2009-12-08 17:04:00,2011-12-07 17:17:00,729
15299,6156.53,10,3356,2010-01-12 11:34:00,2011-10-03 14:19:00,629
15300,496.44,1,292,2011-10-06 17:08:00,2011-10-06 17:08:00,0
15301,6909.67,17,3763,2010-09-15 15:41:00,2011-10-20 09:57:00,399
15302,308.0,1,102,2009-12-09 13:11:00,2009-12-09 13:11:00,0
15303,1224.18,3,514,2010-01-25 09:42:00,2011-02-22 13:59:00,393
15304,796.4,9,112,2010-10-14 10:24:00,2011-10-10 10:23:00,360
15305,93.6,1,40,2010-06-02 13:50:00,2010-06-02 13:50:00,0
15306,3484.73,9,3074,2010-02-18 17:12:00,2011-10-06 12:56:00,594
15307,205.3,1,37,2011-09-05 11:38:00,2011-09-05 11:38:00,0
15308,310.47,1,175,2011-03-10 13:08:00,2011-03-10 13:08:00,0
15309,797.96,4,440,2009-12-04 13:01:00,2010-04-08 11:11:00,124
15310,1634.64,1,1476,2010-08-18 11:38:00,2010-08-18 11:38:00,0
15311,114966.42,208,70149,2009-12-01 11:21:00,2011-12-09 12:00:00,738
15312,2930.19,12,1693,2009-12-16 09:23:00,2011-09-25 13:10:00,648
15313,52.0,1,25,2011-08-21 16:02:00,2011-08-21 16:02:00,0
15314,820.45,3,750,2010-10-07 15:41:00,2011-05-24 14:39:00,228
15315,570.5,2,862,2011-08-15 15:17:00,2011-10-06 12:51:00,51
15316,165.0,1,100,2011-01-17 11:34:00,2011-01-17 11:34:00,0
15317,129.75,1,45,2010-01-31 15:55:00,2010-01-31 15:55:00,0
15318,312.62,1,642,2011-12-06 11:30:00,2011-12-06 11:30:00,0
15319,204.5,1,175,2011-03-01 12:48:00,2011-03-01 12:48:00,0
15320,267.13,1,326,2011-10-26 13:27:00,2011-10-26 13:27:00,0
15321,6709.7300000000005,12,3653,2010-02-03 09:47:00,2011-09-30 09:40:00,603
15322,1390.86,2,971,2010-08-20 13:10:00,2011-09-15 09:34:00,390
15323,434.6,3,188,2010-02-16 09:21:00,2010-05-26 10:01:00,99
15324,140.22000000000003,1,74,2010-01-07 14:37:00,2010-01-07 14:37:00,0
15325,1601.46,8,1382,2010-02-16 13:30:00,2011-08-28 11:55:00,557
15326,1700.52,5,1351,2009-12-01 13:19:00,2011-01-10 11:38:00,404
15327,208.75,1,116,2011-10-18 11:55:00,2011-10-18 11:55:00,0
15328,107.24,1,88,2010-10-28 09:05:00,2010-10-28 09:05:00,0
15329,2958.83,11,1217,2009-12-14 12:18:00,2011-10-31 15:36:00,686
15330,714.9599999999999,2,1312,2011-10-10 12:30:00,2011-11-07 17:50:00,28
15331,767.91,3,701,2010-04-09 14:26:00,2010-07-28 09:42:00,109
15332,4892.68,6,2306,2010-07-14 13:01:00,2010-12-08 14:43:00,147
15333,1028.56,1,344,2011-05-15 13:27:00,2011-05-15 13:27:00,0
15334,350.82,3,273,2011-06-19 13:51:00,2011-07-06 11:22:00,16
15335,170.22,1,79,2011-10-17 12:50:00,2011-10-17 12:50:00,0
15336,240.5,1,84,2010-11-03 12:39:00,2010-11-03 12:39:00,0
15337,373.02,1,200,2010-10-24 15:29:00,2010-10-24 15:29:00,0
15338,277.93,1,148,2010-01-31 14:25:00,2010-01-31 14:25:00,0
15339,1821.02,7,1138,2010-02-08 13:38:00,2011-10-04 12:51:00,602
15340,105.5,1,76,2010-05-27 10:27:00,2010-05-27 10:27:00,0
15341,2402.72,2,1008,2010-09-16 16:41:00,2011-09-20 09:40:00,368
15342,406.09000000000003,1,283,2011-08-02 10:19:00,2011-08-02 10:19:00,0
15343,364.5,1,84,2011-09-13 13:55:00,2011-09-13 13:55:00,0
15344,563.94,3,116,2011-09-26 14:48:00,2011-12-09 10:45:00,73
15345,393.54,1,81,2011-10-25 11:28:00,2011-10-25 11:28:00,0
15346,596.12,3,260,2010-10-04 15:11:00,2011-01-11 11:18:00,98
15347,1162.0,4,542,2010-09-28 12:50:00,2010-12-08 15:25:00,71
15348,158.04,1,84,2011-09-28 13:17:00,2011-09-28 13:17:00,0
15349,463.91,2,321,2011-06-05 15:46:00,2011-07-04 16:06:00,29
15350,547.6,2,272,2010-11-21 15:14:00,2010-12-01 13:33:00,9
15351,3430.22,10,1350,2010-10-03 12:18:00,2011-11-27 12:52:00,420
15352,111.15,1,40,2010-06-09 11:28:00,2010-06-09 11:28:00,0
15353,2794.47,7,1391,2009-12-02 11:33:00,2011-03-30 12:15:00,483
15354,284.4,3,3,2010-04-15 16:17:00,2010-04-15 16:24:00,0
15355,277.05,2,45,2011-10-17 15:22:00,2011-11-10 13:44:00,23
15356,3239.57,13,1892,2010-10-13 13:12:00,2011-11-08 13:11:00,390
15358,16425.86,42,14902,2009-12-07 12:19:00,2011-12-05 09:04:00,727
15359,181.35,8,145,2010-01-15 11:30:00,2010-02-15 10:47:00,30
15360,427.93,1,223,2011-10-31 09:35:00,2011-10-31 09:35:00,0
15361,689.07,4,373,2010-06-14 13:27:00,2010-12-13 09:52:00,181
15362,613.08,2,368,2009-12-01 09:08:00,2010-09-17 10:37:00,290
15363,678.11,2,383,2010-08-04 08:41:00,2010-12-02 12:28:00,120
15364,913.19,2,493,2011-03-30 13:39:00,2011-09-05 09:46:00,158
15365,4557.13,13,2131,2010-02-04 16:43:00,2011-11-14 08:29:00,647
15366,2389.08,7,2447,2010-02-26 10:10:00,2011-09-25 15:01:00,576
15367,5081.33,11,2944,2009-12-10 14:20:00,2011-10-13 14:13:00,671
15368,722.74,2,406,2010-11-10 15:52:00,2011-11-18 14:42:00,372
15369,6251.26,11,3288,2009-12-08 07:43:00,2010-08-04 13:54:00,239
15370,3739.01,8,1397,2010-10-25 12:08:00,2011-10-30 10:58:00,369
15371,59.400000000000006,1,12,2010-02-15 13:14:00,2010-02-15 13:14:00,0
15372,6017.0599999999995,8,6410,2010-02-14 11:24:00,2011-07-25 16:39:00,526
15373,3084.54,17,726,2010-05-02 11:57:00,2011-12-01 15:05:00,578
15374,307.32,2,290,2010-03-25 12:03:00,2011-08-03 09:59:00,495
15375,60.959999999999994,1,84,2010-01-18 15:38:00,2010-01-18 15:38:00,0
15376,1221.56,3,615,2011-05-01 13:45:00,2011-10-30 15:04:00,182
15377,1211.75,4,253,2010-10-20 11:42:00,2010-11-22 08:55:00,32
15378,246.5,2,130,2010-07-26 08:47:00,2010-09-03 11:30:00,39
15379,4877.84,8,3000,2010-11-04 11:59:00,2011-06-23 13:13:00,231
15380,3248.96,11,954,2009-12-01 13:50:00,2011-12-01 12:13:00,729
15381,1890.57,5,802,2010-05-05 14:35:00,2011-05-10 11:55:00,369
15382,13733.550000000001,12,9178,2009-12-04 14:13:00,2011-11-25 10:58:00,720
15384,2027.79,4,1767,2010-04-26 12:38:00,2011-06-23 10:57:00,422
15385,942.08,3,428,2010-01-31 13:02:00,2011-10-30 15:11:00,637
15386,394.14,1,446,2011-06-06 13:47:00,2011-06-06 13:47:00,0
15387,468.65,1,335,2010-08-04 16:05:00,2010-08-04 16:05:00,0
15388,140.54,1,88,2011-03-14 13:53:00,2011-03-14 13:53:00,0
15389,2733.8,5,3940,2010-01-27 12:44:00,2011-06-20 16:18:00,509
15390,1216.66,2,894,2010-10-26 17:23:00,2010-11-08 15:19:00,12
15391,289.87,1,109,2010-05-04 15:04:00,2010-05-04 15:04:00,0
15392,2911.62,7,2144,2010-10-04 12:50:00,2011-12-05 11:01:00,426
15393,891.34,5,378,2009-12-15 17:56:00,2011-11-23 16:48:00,707
15394,5286.8,11,2372,2009-12-15 19:05:00,2011-11-30 11:49:00,714
15395,107.45,1,17,2011-01-18 12:40:00,2011-01-18 12:40:00,0
15396,796.38,2,278,2010-05-05 09:04:00,2011-08-19 10:56:00,471
15397,94.0,1,20,2011-02-23 09:25:00,2011-02-23 09:25:00,0
15398,1345.53,2,769,2011-09-22 14:56:00,2011-11-23 16:47:00,62
15399,815.77,3,611,2011-09-21 15:57:00,2011-12-08 13:04:00,77
15400,1302.3,8,662,2010-05-28 08:33:00,2011-09-08 13:57:00,468
15401,216.95,2,93,2010-05-20 10:56:00,2010-09-13 13:42:00,116
15402,1830.54,6,2034,2010-04-27 12:12:00,2011-07-14 12:17:00,443
15403,170.88,2,492,2009-12-09 12:45:00,2010-08-05 12:21:00,238
15404,257.06,1,334,2010-11-29 11:03:00,2010-11-29 11:03:00,0
15405,659.84,2,348,2010-05-12 15:56:00,2011-06-03 14:44:00,386
15406,975.87,4,547,2010-09-12 13:06:00,2011-11-08 13:22:00,422
15407,1046.74,4,552,2011-02-07 13:18:00,2011-11-06 11:55:00,271
15408,267.18,1,106,2011-03-20 15:02:00,2011-03-20 15:02:00,0
15409,131.25,1,59,2009-12-18 15:35:00,2009-12-18 15:35:00,0
15410,4685.72,10,1902,2010-04-19 08:57:00,2011-09-16 14:47:00,515
15411,1348.93,4,529,2011-06-10 12:30:00,2011-11-13 15:19:00,156
15412,190.53,1,108,2011-06-21 15:24:00,2011-06-21 15:24:00,0
15413,6798.72,5,2694,2009-12-01 10:18:00,2010-01-17 11:33:00,47
15414,774.9000000000001,3,443,2011-04-11 13:45:00,2011-11-30 09:50:00,232
15415,559.61,1,551,2011-01-30 14:13:00,2011-01-30 14:13:00,0
15416,4572.82,7,2420,2010-02-01 11:55:00,2011-10-06 09:38:00,611
15417,508.8,1,284,2011-09-15 15:26:00,2011-09-15 15:26:00,0
15418,449.42,2,264,2010-05-02 11:31:00,2010-10-10 13:38:00,161
15419,135.86,1,230,2011-11-15 09:23:00,2011-11-15 09:23:00,0
15420,743.0,6,844,2009-12-05 13:29:00,2010-10-01 15:46:00,300
15421,3805.34,10,1927,2009-12-07 15:10:00,2011-10-12 09:20:00,673
15422,1619.97,7,710,2010-02-07 11:52:00,2011-01-20 16:17:00,347
15423,266.89,3,198,2010-03-28 13:42:00,2011-11-01 14:01:00,583
15424,597.78,3,873,2010-09-02 17:17:00,2011-03-30 13:02:00,208
15425,1941.1200000000001,4,1041,2010-02-14 12:36:00,2010-11-04 18:13:00,263
15426,2156.35,9,1041,2010-05-02 15:10:00,2011-11-20 15:36:00,567
15427,1430.54,3,967,2011-10-23 14:47:00,2011-11-06 14:29:00,13
15428,762.75,4,347,2009-12-17 17:46:00,2011-11-24 16:54:00,706
15429,397.35,2,380,2011-09-25 13:42:00,2011-11-13 12:28:00,48
15430,954.75,2,309,2010-06-29 15:04:00,2010-08-29 10:42:00,60
15431,153.24,1,84,2010-07-25 12:44:00,2010-07-25 12:44:00,0
15432,320.76,2,92,2010-06-16 14:34:00,2011-11-16 16:30:00,518
15433,533.3,2,534,2011-03-17 14:12:00,2011-05-10 10:45:00,53
15434,2567.06,11,1423,2010-01-24 15:35:00,2011-12-01 13:33:00,675
15435,149.29,1,54,2011-11-17 16:39:00,2011-11-17 16:39:00,0
15436,1067.75,3,574,2011-04-19 16:52:00,2011-11-27 16:05:00,221
15437,393.45,2,177,2010-03-09 10:45:00,2011-03-22 13:11:00,378
15438,156.57999999999998,1,59,2011-07-31 14:19:00,2011-07-31 14:19:00,0
15439,1269.05,4,572,2010-02-24 12:05:00,2010-10-31 10:38:00,248
15440,383.68,3,197,2011-05-15 11:30:00,2011-10-16 12:16:00,154
15441,1254.21,3,587,2009-12-09 14:55:00,2010-11-08 15:50:00,334
15442,594.0,1,120,2011-04-05 12:24:00,2011-04-05 12:24:00,0
15443,5114.2300000000005,14,2699,2010-03-07 12:10:00,2011-12-08 10:40:00,640
15444,1411.21,2,759,2011-10-30 16:12:00,2011-11-30 17:37:00,31
15445,284.5,2,118,2010-04-28 15:00:00,2011-03-20 15:06:00,326
15446,399.75,3,265,2009-12-13 13:53:00,2010-11-28 11:59:00,349
15447,492.88,5,228,2010-03-24 14:40:00,2011-01-13 11:26:00,294
15448,788.8100000000001,2,487,2010-02-03 13:29:00,2011-01-31 10:42:00,361
15449,974.52,3,812,2011-03-23 10:43:00,2011-11-13 15:02:00,235
15450,429.84,1,376,2011-11-09 17:11:00,2011-11-09 17:11:00,0
15451,226.86,2,76,2010-04-19 14:08:00,2010-10-01 13:40:00,164
15452,1785.1100000000001,6,1087,2010-07-16 14:23:00,2011-11-10 12:13:00,481
15453,1371.77,7,837,2011-06-05 12:37:00,2011-12-08 10:59:00,185
15454,305.99,2,146,2010-03-31 13:15:00,2010-12-12 14:21:00,256
15455,38.25,1,3,2010-04-21 12:43:00,2010-04-21 12:43:00,0
15456,2091.52,10,2727,2009-12-08 12:54:00,2011-03-01 13:51:00,448
15457,237.07,1,132,2011-03-22 15:31:00,2011-03-22 15:31:00,0
15458,370.44,2,300,2010-11-02 19:50:00,2011-11-14 13:08:00,376
15459,202.83,2,121,2010-07-30 14:31:00,2010-10-18 15:25:00,80
15460,214.26,1,107,2010-12-20 16:08:00,2010-12-20 16:08:00,0
15461,429.7,2,230,2010-03-18 12:40:00,2010-09-05 12:31:00,170
15462,737.05,4,495,2010-09-20 10:23:00,2011-09-06 13:11:00,351
15463,126.14,1,106,2011-11-10 12:57:00,2011-11-10 12:57:00,0
15464,1044.65,1,348,2011-01-05 15:56:00,2011-01-05 15:56:00,0
15465,12100.4,32,2638,2009-12-10 09:42:00,2011-11-20 10:11:00,710
15466,1560.46,4,941,2009-12-03 12:28:00,2011-09-15 14:08:00,651
15467,524.88,3,310,2011-07-10 14:42:00,2011-11-30 14:17:00,142
15468,1430.48,3,1400,2010-11-12 09:39:00,2011-10-19 13:49:00,341
15469,874.25,3,287,2010-09-27 10:09:00,2011-10-20 16:21:00,388
15470,63.419999999999995,1,232,2010-05-13 09:35:00,2010-05-13 09:35:00,0
15471,1292.01,3,670,2010-06-07 12:17:00,2011-12-07 14:12:00,548
15472,371.56,1,251,2011-08-18 15:17:00,2011-08-18 15:17:00,0
15473,2046.0,8,776,2010-09-21 09:14:00,2011-11-25 15:15:00,430
15474,150.35,1,55,2010-04-23 11:14:00,2010-04-23 11:14:00,0
15475,454.11,1,319,2011-09-23 15:20:00,2011-09-23 15:20:00,0
15476,2209.98,4,1174,2010-09-23 14:00:00,2010-11-24 15:17:00,62
15477,368.4,1,216,2010-02-28 10:37:00,2010-02-28 10:37:00,0
15478,1983.48,3,894,2010-05-13 18:49:00,2011-10-30 14:19:00,534
15479,147.4,1,38,2009-12-06 15:08:00,2009-12-06 15:08:00,0
15480,6279.0,5,1852,2010-02-01 14:52:00,2011-08-15 14:32:00,559
15481,1993.34,1,1450,2010-11-03 14:52:00,2010-11-03 14:52:00,0
15482,14417.36,19,6516,2009-12-02 16:59:00,2011-11-24 10:46:00,721
15483,817.82,10,905,2010-01-24 15:42:00,2011-07-01 13:07:00,522
15484,4652.1,6,4074,2009-12-05 15:18:00,2011-12-08 15:03:00,732
15485,4810.92,7,2153,2009-12-01 17:31:00,2011-11-09 14:31:00,707
15486,102.0,1,40,2010-06-30 13:15:00,2010-06-30 13:15:00,0
15487,231.32,1,144,2010-01-29 12:07:00,2010-01-29 12:07:00,0
15488,431.92,5,251,2010-05-05 13:03:00,2011-09-08 10:11:00,490
15489,2419.61,8,1264,2010-01-15 16:58:00,2011-11-17 08:53:00,670
15490,210.85,1,82,2010-10-05 13:11:00,2010-10-05 13:11:00,0
15491,3100.09,6,1646,2011-04-18 10:04:00,2011-09-05 15:56:00,140
15492,659.46,2,483,2011-09-26 14:02:00,2011-11-11 14:53:00,46
15493,4121.68,9,1206,2010-02-23 11:14:00,2011-11-07 12:04:00,622
15494,3702.6,5,3052,2009-12-10 20:16:00,2011-11-18 14:51:00,707
15495,246.5,1,194,2010-11-25 13:46:00,2010-11-25 13:46:00,0
15496,146.14,1,98,2010-03-18 13:16:00,2010-03-18 13:16:00,0
15497,8657.39,9,2937,2009-12-18 15:08:00,2011-11-22 11:51:00,703
15498,24972.86,44,12134,2009-12-16 17:27:00,2011-12-07 12:48:00,720
15499,158.65,1,59,2009-12-16 12:17:00,2009-12-16 12:17:00,0
15500,1131.56,4,572,2011-09-19 13:47:00,2011-12-01 13:47:00,73
15501,399.95,2,205,2010-10-20 12:47:00,2010-10-31 11:15:00,10
15502,13003.87,14,5559,2010-06-03 11:12:00,2011-11-24 12:48:00,539
15503,257.3,2,130,2009-12-13 11:34:00,2010-12-12 10:57:00,363
15504,402.7,4,141,2010-02-12 12:34:00,2011-09-19 13:45:00,584
15505,3610.96,5,2390,2011-07-07 13:33:00,2011-10-18 07:56:00,102
15506,2030.33,6,1637,2010-08-19 12:38:00,2011-11-17 12:11:00,454
15507,475.86,1,160,2011-06-21 11:19:00,2011-06-21 11:19:00,0
15508,1000.27,6,440,2011-04-18 15:31:00,2011-06-03 15:43:00,46
15509,152.41,1,58,2010-11-24 14:48:00,2010-11-24 14:48:00,0
15510,250.0,1,2,2011-01-13 12:10:00,2011-01-13 12:10:00,0
15511,900.53,5,269,2011-09-15 15:05:00,2011-11-28 09:43:00,73
15512,331.58,4,235,2010-02-01 13:23:00,2011-07-07 10:20:00,520
15513,26437.05,35,10477,2010-01-13 14:59:00,2011-11-06 14:36:00,661
15514,6392.06,18,4087,2009-12-04 16:37:00,2011-11-27 14:40:00,722
15515,171.81,1,131,2010-11-17 13:39:00,2010-11-17 13:39:00,0
15516,62.43,3,27,2011-10-24 11:33:00,2011-10-26 10:51:00,1
15517,267.03,1,293,2011-04-20 14:02:00,2011-04-20 14:02:00,0
15518,4189.99,15,2810,2009-12-20 12:21:00,2011-10-06 13:05:00,655
15519,344.61,2,116,2010-09-19 13:57:00,2010-11-21 14:35:00,63
15520,343.5,1,314,2011-12-08 10:58:00,2011-12-08 10:58:00,0
15521,7098.24,16,4507,2010-01-05 10:19:00,2011-10-30 13:42:00,663
15522,397.99,2,572,2011-09-13 12:26:00,2011-11-07 11:26:00,54
15523,17259.19,16,15633,2009-12-02 15:16:00,2011-09-16 16:29:00,653
15524,591.4,2,28,2010-04-12 09:19:00,2011-11-15 12:09:00,582
15525,890.22,4,527,2010-11-22 12:10:00,2011-12-07 14:43:00,380
15526,148.44,2,24,2011-11-06 15:01:00,2011-11-06 15:04:00,0
15527,5554.89,23,2211,2009-12-15 17:31:00,2011-11-21 12:17:00,705
15528,229.33,1,123,2011-03-30 16:14:00,2011-03-30 16:14:00,0
15529,4783.66,12,4271,2010-11-10 14:26:00,2011-11-17 11:29:00,371
15530,1808.68,5,1328,2010-07-15 11:10:00,2011-11-18 12:25:00,491
15531,1972.39,2,1085,2011-11-09 17:47:00,2011-12-01 18:43:00,22
15532,3738.85,10,1337,2010-06-08 14:52:00,2011-11-14 14:51:00,523
15533,807.57,3,289,2011-09-11 15:41:00,2011-11-20 15:35:00,69
15534,162.25,1,63,2009-12-14 12:48:00,2009-12-14 12:48:00,0
15535,1044.37,6,314,2010-09-16 20:04:00,2011-06-19 16:02:00,275
15536,259.09,1,242,2010-10-26 16:31:00,2010-10-26 16:31:00,0
15537,110.92,1,29,2011-06-29 13:10:00,2011-06-29 13:10:00,0
15538,3358.4,6,1016,2010-02-14 12:38:00,2010-06-20 10:49:00,125
15539,538.46,1,410,2011-12-02 13:36:00,2011-12-02 13:36:00,0
15540,460.68,2,444,2010-11-29 11:10:00,2011-11-28 13:51:00,364
15541,85.13000000000001,1,49,2011-08-17 14:58:00,2011-08-17 14:58:00,0
15542,855.71,3,418,2009-12-02 11:53:00,2010-07-15 13:32:00,225
15543,242.26,2,167,2010-09-06 11:28:00,2011-02-24 15:26:00,171
15544,7807.89,20,6745,2010-01-28 14:39:00,2011-11-30 16:43:00,671
15545,288.96999999999997,2,162,2010-12-03 17:28:00,2011-10-16 13:24:00,316
15546,1079.1000000000001,2,198,2010-04-12 11:45:00,2010-04-12 11:51:00,0
15547,10057.05,26,7278,2009-12-06 13:40:00,2011-12-02 12:52:00,725
15548,158.09,1,64,2010-04-23 12:20:00,2010-04-23 12:20:00,0
15549,2334.16,8,936,2010-01-11 13:16:00,2011-09-23 16:22:00,620
15550,2211.05,12,1139,2009-12-03 15:15:00,2011-12-05 15:38:00,732
15551,1679.81,7,796,2010-06-07 15:05:00,2011-11-03 12:37:00,513
15552,252.52,2,166,2010-03-26 16:17:00,2011-05-06 14:47:00,405
15553,428.93,1,449,2011-10-10 14:02:00,2011-10-10 14:02:00,0
15554,217.2,1,74,2011-03-07 09:00:00,2011-03-07 09:00:00,0
15555,11243.91,36,8511,2009-12-06 11:58:00,2011-11-27 16:19:00,721
15556,279.77,1,236,2011-11-15 16:08:00,2011-11-15 16:08:00,0
15557,468.91,1,213,2011-11-11 12:46:00,2011-11-11 12:46:00,0
15558,202.68,1,73,2010-03-10 15:25:00,2010-03-10 15:25:00,0
15559,1109.4,1,526,2010-05-20 14:06:00,2010-05-20 14:06:00,0
15560,153.52,2,72,2010-11-07 10:14:00,2010-11-07 10:15:00,0
15561,1934.3899999999999,8,1334,2010-02-14 12:22:00,2011-11-28 11:07:00,651
15562,671.4300000000001,3,560,2009-12-13 15:17:00,2010-12-23 09:55:00,374
15563,2859.46,7,3005,2010-01-28 11:36:00,2011-11-17 14:50:00,658
15564,70.74000000000001,2,42,2010-02-01 15:58:00,2010-09-02 15:52:00,212
15565,173.16000000000003,2,60,2011-09-30 10:44:00,2011-10-20 14:33:00,20
15566,227.87,2,153,2009-12-15 14:53:00,2010-11-12 12:11:00,331
15567,186.01,1,223,2011-11-21 10:48:00,2011-11-21 10:48:00,0
15568,758.29,3,461,2011-09-27 14:37:00,2011-12-07 11:27:00,70
15569,3583.45,10,1734,2010-02-28 10:55:00,2011-08-28 10:15:00,545
15570,8736.49,25,4079,2010-03-28 14:04:00,2011-12-02 14:47:00,614
15571,3892.35,14,2411,2009-12-06 12:10:00,2011-11-28 10:02:00,721
